iter	Logloss
379	0.3158636307
380	0.3158425563
381	0.315831682
382	0.3158219996
383	0.3158025135
384	0.3157910017
385	0.3157566396
386	0.315740083
387	0.3157154723
388	0.3156953717
389	0.3156748278
390	0.3156731191
391	0.3156566779
392	0.3156419643
393	0.3156303792
394	0.3156260607
395	0.315593492
396	0.3155841606
397	0.31556743
398	0.3155614511
399	0.315540425
400	0.3155168289
401	0.315503681
402	0.3154890564
403	0.3154765263
404	0.315455343
405	0.3154334779
406	0.3154226562
407	0.315411353
408	0.3154003123
409	0.3153874978
410	0.3153751841
411	0.3153556113
412	0.315346706
413	0.3153265473
414	0.3153085374
415	0.3152813282
416	0.3152683478
417	0.3152549637
418	0.3152361523
419	0.3152217542
420	0.3152060635
421	0.3151872136
422	0.3151723826
423	0.3151457055
424	0.3151254821
425	0.3151051549
426	0.315092729
427	0.3150741976
428	0.3150649045
429	0.3150482889
430	0.315034373
431	0.3150215611
432	0.3150097771
433	0.3149977348
434	0.3149815852
435	0.31496931
436	0.3149534586
437	0.3149343723
438	0.3149107251
439	0.3148983581
440	0.3148846784
441	0.3148692594
442	0.3148517741
443	0.3148441425
444	0.3148313091
445	0.3148178085
446	0.3147878303
447	0.3147788046
448	0.3147639899
449	0.3147484563
450	0.314725834
451	0.3147136915
452	0.3147021041
453	0.3146906474
454	0.3146713995
455	0.3146559568
456	0.3146286624
457	0.314598947
458	0.3145726186
459	0.3145575095
460	0.3145427445
461	0.3145322713
462	0.3145108213
463	0.3144909829
464	0.3144753545
465	0.3144589202
466	0.3144496007
467	0.3144338662
468	0.3144138365
469	0.3143920511
470	0.3143830627
471	0.3143674659
472	0.3143537571
473	0.3143423854
474	0.3143282796
475	0.3143199619
476	0.3143078306
477	0.3143005246
478	0.3142889809
479	0.3142721531
480	0.3142514987
481	0.3142352558
482	0.3142235919
483	0.3142125347
484	0.3141995145
485	0.3141781627
486	0.3141624197
487	0.3141490431
488	0.3141284694
489	0.3141086253
490	0.314087193
491	0.3140755347
492	0.3140615335
493	0.3140371687
494	0.3140258036
495	0.3140117909
496	0.3139765889
497	0.3139607093
498	0.313946474
499	0.3139339242
500	0.3139219462
501	0.3139073614
502	0.3138901433
503	0.3138762083
504	0.3138562205
505	0.3138397675
506	0.3138225767
507	0.3138164507
508	0.3138058062
509	0.3137955733
510	0.3137793282
511	0.3137642393
512	0.3137500424
513	0.3137356924
514	0.3137199591
515	0.3136905052
516	0.3136766521
517	0.3136610133
518	0.3136485582
519	0.3136369493
520	0.3136132461
521	0.3135965213
522	0.3135862238
523	0.3135770071
524	0.3135650947
525	0.3135492822
526	0.3135401721
527	0.3135246863
528	0.3135099109
529	0.3134952848
530	0.3134687199
531	0.3134504953
532	0.3134368686
533	0.3134234696
534	0.3134120407
535	0.3134011511
536	0.313385588
537	0.3133745055
538	0.3133582799
539	0.3133425664
540	0.3133245807
541	0.3133130836
542	0.3132995842
543	0.3132859009
544	0.3132681044
545	0.3132469875
546	0.3132322483
547	0.3132094932
548	0.3131961436
549	0.3131834355
550	0.313169654
551	0.3131558621
552	0.31313952
553	0.3131263391
554	0.3131159883
555	0.3130997559
556	0.3130712905
557	0.3130560211
558	0.3130386747
559	0.3130208366
560	0.3130075108
561	0.3129960514
562	0.3129745305
563	0.3129634521
564	0.3129423785
565	0.3129315354
566	0.3129110524
567	0.3128964068
568	0.3128896757
569	0.3128700989
570	0.3128575688
571	0.3128374375
572	0.3128254055
573	0.3128045715
574	0.3127834072
575	0.3127723645
576	0.3127627746
577	0.3127293817
578	0.312714556
579	0.3127017924
580	0.3126859464
581	0.3126721915
582	0.3126536849
583	0.3126407029
584	0.312628178
585	0.3126157212
586	0.3126009073
587	0.3125882356
588	0.3125745474
589	0.3125605529
590	0.3125462721
591	0.3125246278
592	0.312505472
593	0.3124896661
594	0.3124652603
595	0.3124486405
596	0.3124146342
597	0.3123981598
598	0.3123824126
599	0.312369199
600	0.3123545027
601	0.3123231923
602	0.3123077709
603	0.3122936508
604	0.3122782842
605	0.3122589887
606	0.3122458118
607	0.3122254284
608	0.3122154395
609	0.3121988751
610	0.3121816038
611	0.3121673492
612	0.3121510289
613	0.3121328696
614	0.312114548
615	0.3120992101
616	0.3120814956
617	0.3120658324
618	0.3120518786
619	0.3120271513
620	0.3120104221
621	0.3119945975
622	0.3119860717
623	0.3119711931
624	0.3119564786
625	0.3119433513
626	0.3119366749
627	0.3119201745
628	0.3119082014
629	0.3118945034
630	0.3118762613
631	0.3118384815
632	0.3118286383
633	0.3118157976
634	0.3118046022
635	0.3117883001
636	0.3117759795
637	0.3117662451
638	0.3117369638
639	0.3117265397
640	0.3117175377
641	0.3117052572
642	0.3116899908
643	0.3116787014
644	0.3116664148
645	0.3116449098
646	0.3116317808
647	0.3116181203
648	0.3115998922
649	0.3115676054
650	0.3115599037
651	0.3115443572
652	0.3115312152
653	0.3115212307
654	0.3115025407
655	0.3114887959
656	0.3114792569
657	0.3114653532
658	0.3114474663
659	0.3114339514
660	0.3114246252
661	0.3114129786
662	0.3114021998
663	0.3113859973
664	0.3113731901
665	0.3113591322
666	0.3113435476
667	0.311332304
668	0.3113199639
669	0.3113016498
670	0.3112878792
671	0.311274106
672	0.3112569613
673	0.3112468957
674	0.3112190847
675	0.3111939906
676	0.3111818256
677	0.3111664489
678	0.3111507972
679	0.3111404106
680	0.3111245913
681	0.3111084533
682	0.3110919747
683	0.3110776527
684	0.3110671085
685	0.3110533559
686	0.3110368231
687	0.3110262099
688	0.3110138251
689	0.3110047837
690	0.310989146
691	0.310971119
692	0.3109601322
693	0.3109494617
694	0.3109314304
695	0.3109171065
696	0.3109063684
697	0.3108942484
698	0.3108819056
699	0.310867463
700	0.3108472476
701	0.3108306809
702	0.3108171908
703	0.3108090989
704	0.3107994216
705	0.3107833237
706	0.3107609186
707	0.3107477316
708	0.3107371873
709	0.3107207959
710	0.3107063544
711	0.3106933211
712	0.3106834033
713	0.3106754052
714	0.310662472
715	0.3106515475
716	0.3106372568
717	0.3106209738
718	0.3106092121
719	0.3105939519
720	0.31057958
721	0.3105694292
722	0.310559369
723	0.3105464718
724	0.3105306203
725	0.3105186049
726	0.3105078094
727	0.3104970027
728	0.310486937
729	0.3104772135
730	0.3104555035
731	0.3104491595
732	0.3104390796
733	0.3104282031
734	0.3104172443
735	0.3104043512
736	0.3103896151
737	0.3103739097
738	0.310359327
739	0.3103437339
740	0.3103339197
741	0.3103192198
742	0.3103088735
743	0.3102912681
744	0.310281745
745	0.3102714834
746	0.3102571979
747	0.3102436367
748	0.3102268003
749	0.3102106544
750	0.3101964224
751	0.3101896705
752	0.3101755574
753	0.3101680723
754	0.3101534106
755	0.3101438389
756	0.310140603
757	0.310131342
758	0.3101165749
759	0.3101005864
760	0.3100904693
761	0.3100795575
762	0.3100695296
763	0.3100553404
764	0.3100435892
765	0.3100301168
766	0.310017383
767	0.3100037838
768	0.309987688
769	0.3099726682
770	0.3099585852
771	0.3099456185
772	0.3099350501
773	0.3099188892
774	0.3099095384
775	0.3099001136
776	0.3098903187
777	0.3098767728
778	0.3098675104
779	0.3098586921
780	0.3098479951
781	0.3098327849
782	0.3098215303
783	0.3097975591
784	0.3097757176
785	0.3097688257
786	0.309762959
787	0.3097490728
788	0.3097394397
789	0.3097300644
790	0.3097154377
791	0.3097066485
792	0.309692703
793	0.3096823238
794	0.3096736544
795	0.3096647784
796	0.3096506736
797	0.3096433283
798	0.3096257116
799	0.3096163464
800	0.3095963922
801	0.3095779168
802	0.3095622442
803	0.3095478305
804	0.3095416395
805	0.3095329672
806	0.3095259668
807	0.3095151624
808	0.3095005921
809	0.309486846
810	0.3094759282
811	0.309460639
812	0.3094491158
813	0.3094385398
814	0.309430969
815	0.3094184224
816	0.3094084986
817	0.3093989062
818	0.3093803933
819	0.3093646084
820	0.309350298
821	0.3093389292
822	0.3093283365
823	0.3093201495
824	0.3093090363
825	0.3092937519
826	0.3092771338
827	0.3092672877
828	0.3092539203
829	0.3092353225
830	0.3092308505
831	0.3092184827
832	0.3092052569
833	0.3091932725
834	0.3091837847
835	0.3091722939
836	0.3091626483
837	0.3091492739
838	0.3091363121
839	0.3091273513
840	0.3091179061
841	0.3091088059
842	0.3090952776
843	0.3090822484
844	0.309073793
845	0.3090645317
846	0.3090523702
847	0.3090411548
848	0.3090236686
849	0.3090098885
850	0.3090001575
851	0.3089898332
852	0.308981259
853	0.3089706079
854	0.308962517
855	0.3089509499
856	0.3089377454
857	0.3089285658
858	0.3089197209
859	0.3089125345
860	0.3089005134
861	0.3088898708
862	0.3088767259
863	0.3088631202
864	0.3088581122
865	0.3088518751
866	0.3088432725
867	0.3088333141
868	0.3088187738
869	0.3088046382
870	0.3087923121
871	0.3087801757
872	0.3087605413
873	0.3087505349
874	0.308733827
875	0.3087197008
876	0.3087073712
877	0.308698069
878	0.3086896125
879	0.3086789951
880	0.3086703072
881	0.3086592458
882	0.3086485307
883	0.3086426153
884	0.3086393646
885	0.3086280787
886	0.3086160947
887	0.3086068833
888	0.308595722
889	0.3085838182
890	0.3085697116
891	0.3085557848
892	0.3085426707
893	0.3085294316
894	0.3085198444
895	0.3085087006
896	0.3084901438
897	0.308479729
898	0.3084670128
899	0.3084493987
900	0.3084401425
901	0.3084258465
902	0.3084197963
903	0.308406188
904	0.308395977
905	0.3083913006
906	0.3083791552
907	0.3083698564
908	0.3083560096
909	0.3083445088
910	0.3083319406
911	0.3083214619
912	0.3083084359
913	0.3082976873
914	0.3082903057
915	0.3082807234
916	0.308268703
917	0.3082604778
918	0.3082500699
919	0.3082338531
920	0.3082206273
921	0.3082065681
922	0.3081924996
923	0.308179156
924	0.3081691793
925	0.3081635768
926	0.308151838
927	0.3081421063
928	0.3081342065
929	0.3081273084
930	0.3081136307
931	0.3081039966
932	0.3080951955
933	0.3080826598
934	0.3080794291
935	0.308067367
936	0.3080509879
937	0.3080429069
938	0.308033045
939	0.3080272714
940	0.3080149047
941	0.308006565
942	0.3079912247
943	0.3079767735
944	0.3079675005
945	0.3079591655
946	0.3079494382
947	0.307935632
948	0.3079247213
949	0.3079160335
950	0.3079035389
951	0.3078909718
952	0.3078792459
953	0.3078649891
954	0.3078528429
955	0.3078444262
956	0.3078320609
957	0.3078254731
958	0.3078173312
959	0.3078055323
960	0.3077966921
961	0.3077880728
962	0.3077792784
963	0.3077678917
964	0.3077538266
965	0.3077403991
966	0.3077316204
967	0.3077225492
968	0.3077038272
969	0.30768979
970	0.3076770107
971	0.3076646638
972	0.3076572425
973	0.3076454818
974	0.3076321808
975	0.3076157585
976	0.3076079432
977	0.3076011992
978	0.3075925142
979	0.3075806304
980	0.3075694736
981	0.3075575077
982	0.3075464867
983	0.3075403473
984	0.3075299336
985	0.3075149562
986	0.3075097454
987	0.3075038874
988	0.3074883208
989	0.3074771377
990	0.307463828
991	0.3074551667
992	0.307446984
993	0.3074389374
994	0.3074274075
995	0.3074189201
996	0.3074083313
997	0.3074026528
998	0.3073932783
999	0.307384388
