iter	RMSE
269	0.08027625111
270	0.08020864358
271	0.08010088042
272	0.07996522848
273	0.07982037656
274	0.07973925341
275	0.07959406314
276	0.07944258175
277	0.07936637589
278	0.07928154709
279	0.07909085893
280	0.07897119344
281	0.07892053449
282	0.07878792326
283	0.07864896488
284	0.07849825374
285	0.07836576606
286	0.07833618796
287	0.07822171432
288	0.07812878934
289	0.07799917112
290	0.07787421027
291	0.07777635922
292	0.0775796982
293	0.0773467256
294	0.07717672034
295	0.07705068124
296	0.07691451765
297	0.07688990557
298	0.07668685378
299	0.07666055346
300	0.07648966288
301	0.07640312573
302	0.07632154871
303	0.07616493917
304	0.07596771388
305	0.07579030512
306	0.07562120644
307	0.07544686434
308	0.07532998575
309	0.07521086491
310	0.07507717738
311	0.0748661783
312	0.07470137381
313	0.07449881241
314	0.0743631495
315	0.07428260027
316	0.07413784294
317	0.07399072001
318	0.07379903557
319	0.07368688828
320	0.07357787358
321	0.07345784088
322	0.07328676908
323	0.07319907435
324	0.07318041702
325	0.07302885503
326	0.07287048618
327	0.072768374
328	0.07254829094
329	0.07252719886
330	0.0724412053
331	0.07231706136
332	0.07221559418
333	0.07212045624
334	0.07197905231
335	0.07181212318
336	0.07172096334
337	0.07158027537
338	0.07144137172
339	0.07134365303
340	0.0712144029
341	0.07110568556
342	0.0709727849
343	0.07087350536
344	0.0708087885
345	0.07071388992
346	0.070614029
347	0.07053320539
348	0.0704162575
349	0.07029351849
350	0.07012399166
351	0.0701056879
352	0.06996172912
353	0.06994610518
354	0.06981122882
355	0.06970994294
356	0.06960295147
357	0.06946172534
358	0.0693393846
359	0.06932461194
360	0.06920147691
361	0.06913585698
362	0.06907013043
363	0.06893284944
364	0.06891400865
365	0.06889722287
366	0.06877668121
367	0.06861100442
368	0.06847903094
369	0.06832637992
370	0.06813832994
371	0.06805213129
372	0.06793578679
373	0.06782227644
374	0.06767414008
375	0.06758199815
376	0.06747215556
377	0.06734675564
378	0.06724177023
379	0.06715767116
380	0.06704965817
381	0.06698458747
382	0.06688170626
383	0.06674878125
384	0.06673233141
385	0.06657607902
386	0.06640874396
387	0.06631090464
388	0.0661929238
389	0.06617677915
390	0.06608720502
391	0.06598859336
392	0.06585648053
393	0.06573418777
394	0.06562910517
395	0.06550180533
396	0.06544163555
397	0.06533415766
398	0.06523855712
399	0.06514246068
400	0.06506997616
401	0.06495949415
402	0.06491990253
403	0.06488297069
404	0.06473001689
405	0.06457682996
406	0.06449068807
407	0.06441642042
408	0.06434789907
409	0.06422974894
410	0.06412773276
411	0.06401549851
412	0.06387602571
413	0.06381362977
414	0.06372866262
415	0.06365861044
416	0.06355476823
417	0.06347911749
418	0.06337914434
419	0.06329036914
420	0.06322577305
421	0.06312969293
422	0.06305273781
423	0.06294627987
424	0.06282155
425	0.0627306235
426	0.06264500569
427	0.06256893264
428	0.06245795968
429	0.06236121746
430	0.0622601592
431	0.06216771633
432	0.06209488883
433	0.06200246793
434	0.06197744806
435	0.061850398
436	0.0617566168
437	0.06166649505
438	0.06155260033
439	0.06144569649
440	0.06141559255
441	0.06132052035
442	0.0612122442
443	0.06110016657
444	0.06101333273
445	0.06090239598
446	0.06080192372
447	0.06073104253
448	0.06059261515
449	0.06056066572
450	0.06053223495
451	0.06043279493
452	0.06035213749
453	0.06025968784
454	0.06017245892
455	0.06008714351
456	0.06000517675
457	0.05990495859
458	0.05983601933
459	0.05975607781
460	0.05964532962
461	0.0595062892
462	0.05946101972
463	0.05934022109
464	0.05924561244
465	0.0591385591
466	0.05905468415
467	0.05896763838
468	0.05888032507
469	0.05878369268
470	0.05874272572
471	0.05872996039
472	0.05871623182
473	0.05870342198
474	0.05869386864
475	0.05862041498
476	0.05854001748
477	0.05847123111
478	0.05836501712
479	0.05823277705
480	0.0581716273
481	0.05808511249
482	0.05796712717
483	0.05787040735
484	0.05779336184
485	0.05771542484
486	0.05765155077
487	0.05755478329
488	0.05742363588
489	0.05735299356
490	0.05728533393
491	0.0571958949
492	0.05710415153
493	0.0570093986
494	0.05689200268
495	0.05677214157
496	0.05666752283
497	0.05657714582
498	0.05648218127
499	0.05636032222
500	0.05624151426
501	0.05617188579
502	0.05608413178
503	0.0560018731
504	0.05596102657
505	0.05583413789
506	0.05573233581
507	0.05559863939
508	0.05551781851
509	0.05550623673
510	0.05541189338
511	0.05532769848
512	0.05524784202
513	0.05519268779
514	0.05512765896
515	0.05510869798
516	0.05499083341
517	0.05492078416
518	0.05479565178
519	0.05478604871
520	0.05470479916
521	0.05463730868
522	0.05450720164
523	0.05442475713
524	0.05435135106
525	0.05428218533
526	0.0542019577
527	0.05417292127
528	0.05413399261
529	0.05411150342
530	0.05401772565
531	0.05395513697
532	0.05388654646
533	0.05382334736
534	0.05369000126
535	0.05360829838
536	0.05357636894
537	0.05356622035
538	0.05348861931
539	0.05340928408
540	0.05339122583
541	0.05331487927
542	0.05319245667
543	0.05308179532
544	0.05298830175
545	0.05292714901
546	0.05284691101
547	0.05277439339
548	0.05270743364
549	0.05263768273
550	0.05256320149
551	0.0525147339
552	0.05241221555
553	0.05236375572
554	0.05225933703
555	0.05218813387
556	0.05213707699
557	0.0520635791
558	0.05200147347
559	0.05199301572
560	0.05198502591
561	0.05193215589
562	0.05187110474
563	0.05179697613
564	0.05171151971
565	0.05170320137
566	0.05160119027
567	0.05159456451
568	0.05150701923
569	0.05142622099
570	0.05140942233
571	0.05134167114
572	0.05126455219
573	0.05121530159
574	0.05113064487
575	0.05105026892
576	0.05098401931
577	0.05091094259
578	0.05078566969
579	0.05071717837
580	0.0506324556
581	0.05056325575
582	0.05050166238
583	0.05048010321
584	0.05047317201
585	0.05041554946
586	0.0503504211
587	0.05029305554
588	0.05027195843
589	0.05021051739
590	0.05014215244
591	0.05009454858
592	0.05002490587
593	0.04993593197
594	0.04987693892
595	0.04978617329
596	0.04969436966
597	0.0496191495
598	0.04957119461
599	0.04951942165
600	0.04946712961
601	0.04941710347
602	0.04936017229
603	0.04928257822
604	0.04920976241
605	0.04912238637
606	0.04906931067
607	0.04904673588
608	0.04898503026
609	0.04891554009
610	0.04884645359
611	0.0488168336
612	0.04873582101
613	0.04865832655
614	0.0486007218
615	0.04859348586
616	0.04851529487
617	0.04843891506
618	0.0483851913
619	0.04836563659
620	0.04830901004
621	0.04819987298
622	0.04812618008
623	0.04805661029
624	0.04798356029
625	0.04794206936
626	0.04787941835
627	0.04781096335
628	0.04772412003
629	0.04761783156
630	0.04760023572
631	0.04755695166
632	0.04751068773
633	0.04745561914
634	0.04735855469
635	0.04730500727
636	0.04727718905
637	0.04718652984
638	0.04707832634
639	0.04704275372
640	0.04698481659
641	0.04690450658
642	0.04683477506
643	0.04676467425
644	0.04668332437
645	0.04658620697
646	0.04657974663
647	0.04651679639
648	0.04647297747
649	0.04635852945
650	0.04633764294
651	0.04626345085
652	0.04624893516
653	0.04615472228
654	0.04608047011
655	0.04599346519
656	0.04592021435
657	0.0458818691
658	0.04581542952
659	0.04575588829
660	0.04572260455
661	0.04567336377
662	0.04561207144
663	0.04552950862
664	0.0454809199
665	0.04539989113
666	0.04535535751
667	0.04530469851
668	0.04525756036
669	0.04518746356
670	0.04513771018
671	0.04507831297
672	0.04502323185
673	0.0449654634
674	0.04491916518
675	0.04486861751
676	0.04479170848
677	0.0447182873
678	0.04464030255
679	0.04462642655
680	0.0445576367
681	0.04447167993
682	0.04441508478
683	0.0443735128
684	0.04431553043
685	0.04426808965
686	0.04421136156
687	0.04417844483
688	0.04411502906
689	0.04403221063
690	0.0439537757
691	0.04387480392
692	0.04383056296
693	0.04376463607
694	0.04371142759
695	0.04362741516
696	0.04356900331
697	0.04355342155
698	0.0435113145
699	0.04347642182
700	0.04343214594
701	0.04339464462
702	0.04338936577
703	0.04331243218
704	0.04327550965
705	0.04322681297
706	0.04317167156
707	0.04309622187
708	0.04307553277
709	0.04304230904
710	0.0429992428
711	0.04296003003
712	0.04289578892
713	0.04280894158
714	0.0427996365
715	0.04278359862
716	0.04272153027
717	0.04268571352
718	0.0426386467
719	0.04262004374
720	0.04256789715
721	0.04252171611
722	0.04244216112
723	0.04240513052
724	0.04233033726
725	0.04228515372
726	0.04220354742
727	0.04215045725
728	0.04210066514
729	0.04206391183
730	0.04202757787
731	0.04195435506
732	0.04188083634
733	0.04182802554
734	0.04177498614
735	0.04170407058
736	0.04164718707
737	0.04161342017
738	0.04151544519
739	0.04144914352
740	0.04144130819
741	0.04139168195
742	0.0413235747
743	0.04121155998
744	0.04114216252
745	0.04110905653
746	0.04104844104
747	0.04104266998
748	0.0410030965
749	0.04099254864
750	0.0409165861
751	0.0408861087
752	0.04081822587
753	0.04079866762
754	0.04075263458
755	0.04071776619
756	0.0406858566
757	0.04063712684
758	0.04058890749
759	0.04055272898
760	0.04049724917
761	0.04045385796
762	0.04040168499
763	0.04034538251
764	0.040292142
765	0.04022561764
766	0.04017486725
767	0.04012395193
768	0.04004868045
769	0.04000003217
770	0.03993338458
771	0.03990408235
772	0.03988331104
773	0.0398375549
774	0.03983305835
775	0.0398113741
776	0.03975894415
777	0.03970592887
778	0.03966156669
779	0.03963271654
780	0.03957591764
781	0.03953924626
782	0.03947647385
783	0.03946577542
784	0.03942579801
785	0.03937437001
786	0.03933870938
787	0.03929546796
788	0.03925130841
789	0.03921100691
790	0.03914865931
791	0.03905107924
792	0.03901668
793	0.03899628339
794	0.03896285295
795	0.03890647495
796	0.03887049956
797	0.03880968014
798	0.03876871652
799	0.0387423437
800	0.03869286627
801	0.03865898458
802	0.03857477506
803	0.03852368265
804	0.03846455163
805	0.03840936969
806	0.03839395588
807	0.03835098712
808	0.03830940647
809	0.03828316709
810	0.03825134573
811	0.03817747121
812	0.03813946167
813	0.03808988666
814	0.03807935614
815	0.0380218574
816	0.03797715949
817	0.03794350247
818	0.03793737103
819	0.0379336992
820	0.03789745505
821	0.03783422176
822	0.03774962183
823	0.03774503549
824	0.03769581885
825	0.0376439074
826	0.03763388649
827	0.03756858267
828	0.03752564691
829	0.03747240016
830	0.03745874711
831	0.0374165247
832	0.03733807246
833	0.03728495301
834	0.03727692256
835	0.03720950905
836	0.03716380559
837	0.03711240168
838	0.03705974401
839	0.03696329196
840	0.03691465044
841	0.03686026117
842	0.03681886113
843	0.03677982278
844	0.0367289306
845	0.03668119564
846	0.03662971309
847	0.03662265812
848	0.03657035758
849	0.0365416265
850	0.03652461114
851	0.03648728509
852	0.03645405612
853	0.03641051667
854	0.03637786374
855	0.03634636476
856	0.03630985798
857	0.0362785395
858	0.03623746453
859	0.03618892373
860	0.03616999739
861	0.03611335658
862	0.03604153584
863	0.03596515369
864	0.03591095282
865	0.0358713554
866	0.03582274392
867	0.03574323245
868	0.03566692045
869	0.03565090437
870	0.03560198272
871	0.03556251661
872	0.03552953245
873	0.03548861561
874	0.03546768983
875	0.03540654345
876	0.03537971137
877	0.03534678815
878	0.03529135244
879	0.0352394667
880	0.03523422949
881	0.03517799827
882	0.03514408836
883	0.03505297767
884	0.03504997209
885	0.03500953939
886	0.0349545658
887	0.0348988112
888	0.03487097415
889	0.03484534268
890	0.03479804855
891	0.0347360286
892	0.03471884874
893	0.03467409766
894	0.03461013978
895	0.03454688068
896	0.03447185124
897	0.03441871749
898	0.03436615244
899	0.03429027601
900	0.03422914917
901	0.03420361896
902	0.034137251
903	0.03408049506
904	0.03404542388
905	0.03402066085
906	0.03398278272
907	0.03397911359
908	0.03394118761
909	0.03391290958
910	0.03389551967
911	0.03384290542
912	0.03381848524
913	0.03377821989
914	0.03376107737
915	0.03372830121
916	0.03370085141
917	0.03366907349
918	0.0336226278
919	0.03359216675
920	0.03354904635
921	0.03350809209
922	0.03345475701
923	0.03339711545
924	0.03335868808
925	0.0333141838
926	0.03328330538
927	0.03325022192
928	0.03318355213
929	0.03312852246
930	0.03306077524
931	0.0330343212
932	0.03299113315
933	0.03295786728
934	0.03290696427
935	0.03287498329
936	0.03282624407
937	0.03279501831
938	0.03275998745
939	0.03273667196
940	0.03268525808
941	0.0326504114
942	0.03260256089
943	0.03257858236
944	0.03253533466
945	0.03250004364
946	0.03246172684
947	0.03241936038
948	0.03239359256
949	0.03236121979
950	0.03231530954
951	0.03226112015
952	0.03223629066
953	0.03222989262
954	0.03222447309
955	0.03219784689
956	0.0321649941
957	0.03209250292
958	0.03204881644
959	0.03202753004
960	0.03198610553
961	0.03194452163
962	0.03190438965
963	0.03186548463
964	0.03184631566
965	0.03179516935
966	0.03176201795
967	0.03174222949
968	0.03169848662
969	0.03166324919
970	0.03164634415
971	0.03161219459
972	0.03156197636
973	0.03151381079
974	0.03148122593
975	0.0314268845
976	0.03138135272
977	0.03135277302
978	0.03133779798
979	0.03130834984
980	0.03126070562
981	0.03120911618
982	0.03117123242
983	0.03113707709
984	0.03112019053
985	0.03110497867
986	0.03107681192
987	0.03102400314
988	0.03099941297
989	0.03099682705
990	0.03095248413
991	0.03091300469
992	0.03086929536
993	0.03082003216
994	0.03079564287
995	0.03076553855
996	0.03073675082
997	0.03070845115
998	0.03070615188
999	0.03068568686
