iter	Passed	Remaining
648	4999	2703
649	5009	2697
650	5015	2688
651	5026	2682
652	5032	2674
653	5042	2667
654	5047	2658
655	5057	2652
656	5062	2642
657	5071	2635
658	5075	2626
659	5080	2617
660	5090	2610
661	5094	2601
662	5104	2594
663	5108	2585
664	5114	2576
665	5122	2569
666	5128	2560
667	5138	2553
668	5145	2546
669	5152	2538
670	5158	2529
671	5167	2522
672	5172	2513
673	5183	2507
674	5188	2498
675	5199	2492
676	5204	2483
677	5216	2477
678	5221	2468
679	5231	2461
680	5236	2452
681	5329	2485
682	5335	2476
683	5346	2469
684	5361	2465
685	5370	2458
686	5378	2450
687	5387	2443
688	5396	2435
689	5402	2427
690	5411	2419
691	5424	2414
692	5431	2405
693	5442	2399
694	5449	2391
695	5462	2385
696	5469	2377
697	5478	2370
698	5491	2364
699	5497	2355
700	5506	2348
701	5513	2340
702	5521	2332
703	5528	2324
704	5534	2316
705	5544	2309
706	5552	2301
707	5559	2292
708	5566	2284
709	5573	2276
710	5580	2268
711	5585	2259
712	5590	2250
713	5599	2242
714	5604	2233
715	5608	2224
716	5616	2217
717	5621	2208
718	5629	2200
719	5635	2191
720	5642	2183
721	5648	2174
722	5653	2166
723	5659	2157
724	5664	2148
725	5670	2140
726	5679	2132
727	5684	2123
728	5690	2115
729	5695	2106
730	5700	2097
731	5710	2090
732	5715	2082
733	5724	2074
734	5730	2066
735	5741	2059
736	5747	2050
737	5752	2042
738	5762	2035
739	5767	2026
740	5776	2018
741	5781	2010
742	5793	2003
743	5798	1995
744	5807	1987
745	5812	1978
746	5817	1970
747	5825	1962
748	5829	1953
749	5837	1945
750	5841	1936
751	5846	1928
752	5854	1920
753	5860	1911
754	5864	1903
755	5872	1895
756	5876	1886
757	5886	1879
758	5895	1871
759	5904	1864
760	5909	1855
761	5918	1848
762	5923	1839
763	5929	1831
764	5938	1824
765	5944	1815
766	5955	1809
767	5960	1800
768	5969	1793
769	5975	1784
770	5983	1777
771	5989	1768
772	5998	1761
773	6003	1753
774	6010	1744
775	6020	1737
776	6026	1729
777	6033	1721
778	6039	1713
779	6047	1705
780	6053	1697
781	6057	1688
782	6065	1680
783	6069	1672
784	6078	1664
785	6083	1656
786	6089	1648
787	6098	1640
788	6104	1632
789	6114	1625
790	6119	1616
791	6129	1609
792	6134	1601
793	6145	1594
794	6150	1586
795	6159	1578
796	6164	1570
797	6169	1561
798	6178	1554
799	6184	1546
800	6194	1538
801	6199	1530
802	6209	1523
803	6215	1515
804	6226	1508
805	6232	1500
806	6242	1492
807	6246	1484
808	6256	1477
809	6261	1468
810	6271	1461
811	6277	1453
812	6281	1444
813	6290	1437
814	6295	1429
815	6303	1421
816	6308	1413
817	6313	1404
818	6321	1397
819	6325	1388
820	6330	1380
821	6337	1372
822	6341	1363
823	6347	1355
824	6355	1348
825	6360	1339
826	6366	1331
827	6375	1324
828	6386	1317
829	6391	1309
830	6400	1301
831	6406	1293
832	6413	1285
833	6419	1277
834	6424	1269
835	6431	1261
836	6438	1253
837	6444	1245
838	6451	1237
839	6457	1229
840	6466	1222
841	6471	1214
842	6481	1207
843	6487	1199
844	6494	1191
845	6502	1183
846	6507	1175
847	6519	1168
848	6529	1161
849	6534	1153
850	6539	1145
851	6545	1137
852	6549	1128
853	6556	1120
854	6564	1113
855	6569	1105
856	6578	1097
857	6582	1089
858	6590	1081
859	6595	1073
860	6599	1065
861	6608	1057
862	6612	1049
863	6619	1041
864	6628	1034
865	6634	1026
866	6641	1018
867	6646	1010
868	6654	1003
869	6661	995
870	6669	987
871	6674	979
872	6679	971
873	6687	964
874	6692	956
875	6698	948
876	6705	940
877	6711	932
878	6720	925
879	6726	917
880	6735	909
881	6740	901
882	6749	894
883	6757	886
884	6762	878
885	6769	870
886	6773	862
887	6781	855
888	6786	847
889	6793	839
890	6798	831
891	6802	823
892	6807	815
893	6815	808
894	6820	800
895	6828	792
896	6832	784
897	6837	776
898	6846	769
899	6852	761
900	6861	753
901	6866	745
902	6871	738
903	6881	730
904	6888	723
905	6893	715
906	6898	707
907	6909	700
908	6915	692
909	6923	684
910	6929	676
911	6937	669
912	6944	661
913	6953	654
914	6959	646
915	6966	638
916	6976	631
917	6986	624
918	6993	616
919	7001	608
920	7008	601
921	7011	593
922	7020	585
923	7025	577
924	7033	570
925	7038	562
926	7043	554
927	7050	547
928	7056	539
929	7060	531
930	7070	523
931	7075	516
932	7082	508
933	7087	500
934	7092	493
935	7102	485
936	7108	477
937	7117	470
938	7121	462
939	7129	455
940	7135	447
941	7140	439
942	7149	432
943	7154	424
944	7165	417
945	7171	409
946	7178	401
947	7183	394
948	7188	386
949	7198	378
950	7204	371
951	7213	363
952	7224	356
953	7232	348
954	7237	341
955	7247	333
956	7251	325
957	7257	318
958	7261	310
959	7266	302
960	7274	295
961	7279	287
962	7283	279
963	7291	272
964	7298	264
965	7307	257
966	7313	249
967	7318	241
968	7326	234
969	7332	226
970	7341	219
971	7345	211
972	7353	204
973	7359	196
974	7363	188
975	7371	181
976	7375	173
977	7381	166
978	7390	158
979	7396	150
980	7413	143
981	7423	136
982	7429	128
983	7435	120
984	7441	113
985	7447	105
986	7455	98
987	7460	90
988	7470	83
989	7474	75
990	7483	67
991	7490	60
992	7499	52
993	7505	45
994	7510	37
995	7519	30
996	7524	22
997	7536	15
998	7540	7
999	7549	0
